i,Title,Author,Publisher,Subjects,ISBN Valid,isbn_clean,cover_url
10586,"Super bien, merci : roman /","Heisey, Monica",Robert Laffont,,9782221270059; 2221270053,9782221270059,
10587,Se nourrir de son jardin : une année au potager permaculturel /,"Hervé-Gruyer, Charles, 1958-.....",Ulmer,Jardinage d'intérieur.; Jardinage.; Jardinage biologique.; Jardinage--Appareils et matériel.; Guides pratiques.,9782379222269; 2379222266,9782379222269,
10588,La magie du cyanotype : immortaliser la nature /,"Lacour, Emilie 19..-....",Gallimard,Cyanotype--Technique; Manuels d'amateurs,9782072985461; 2072985463,9782072985461,
10589,Sortir de la violence par le conflit : une thérapie sociale pour apprendre à vivre ensemble /,"Rojzman, Charles",La Découverte,conflit--thérapie par le milieu--violence - influence exercée; lien social--socialisation--violence - influence exercée; conflit--vie sociale--violence,9782707151100; 2707151106,9782707151100,
10590,"Conflits au travail : prévention, gestion, sanctions /",,Schulthess éd romandes,Droit du travail; Travail - Conflits; Gestion des conflits; Médiation et conciliation (droit du travail); Prévention; Arbeitsrecht; Einzelarbeitsvertrag; Arbeitnehmerschutz; Suisse; Schweiz; [Actes de congrès],9783725585236; 3725585237,9783725585236,https://covers.openlibrary.org/b/id/3118628-M.jpg?default=false
10591,Nouvelle histoire du Japon /,"Souyri, Pierre-François",Perrin,Histoire; Civilisation; Japon--Histoire; Japon--origines / 21e s. (début); Japon,9782262022464; 2262022461,9782262022464,https://covers.openlibrary.org/b/id/8376737-M.jpg?default=false
10592,Les âmes du peuple noir /,"Du Bois, William Edward Burghardt",La Découverte,Noirs américains--Conditions sociales; Noirs américains--1877-1964; Ségrégation--Amérique,9782707151063; 2707151068,9782707151063,
10593,Histoire variée /,"Aelianus, Claudius",Les Belles Lettres,,2251339116; 9782251339115,2251339116,https://covers.openlibrary.org/b/id/13216960-M.jpg?default=false
10594,Dès que sa bouche fut pleine : roman /,"Oury, Juliette 1989-....",Flammarion,,9782080429803; 2080429809,9782080429803,
10595,"Les Ouïghours, un peuple qui refuse de mourir /","Darbré, Eric",Marabout,Ouïgours (peuple turc)--Violence envers--Chine (république populaire); Bandes dessinées de reportage,2501163249; 9782501163248,2501163249,https://covers.openlibrary.org/b/id/15116493-M.jpg?default=false
10596,1984 : d'après l'oeuvre de George Orwell /,,Soleil,,9782302080355; 2302080351,9782302080355,https://covers.openlibrary.org/b/id/8745958-M.jpg?default=false
10597,Sonietchka /,"Ulickaâ, Lûdmila Evgenʹevna 1943-....",Gallimard,,9782070404261; 2070404269,9782070404261,https://covers.openlibrary.org/b/id/581851-M.jpg?default=false
10598,Mer blanche : roman /,"Jacobsen, Roy, 1954-",Gallimard,[Roman],9782072785580; 2072785588,9782072785580,
10599,Travailler : la grande affaire de l'humanité /,"Suzman, James",Flammarion,Travail--Histoire; Sociologie du travail; Évolution (biologie); Productivité; Mondialisation,9782081474451; 208147445X,9782081474451,https://covers.openlibrary.org/b/isbn/208147445X-M.jpg?default=false
10600,Pourquoi c'est connu ? : le fabuleux destin des icônes du design /,"Brocvielle, Vincent 1971-....",Réunion des musées nationaux; Centre Pompidou,Design; Ouvrages illustrés,9782711878550; 2711878554,9782711878550,
10601,Obsolète /,"Loubière, Sophie",Belfond,Science-fiction post-apocalyptique; Roman français,9782714499806; 2714499805,9782714499806,
10602,Les routes oubliées /,"Cosby, S. A.",Sonatine,Thriller (roman); Roman policier américain,9782355848841; 235584884X,9782355848841,
10603,"Il était une autre fois : [Cendrillon, La Belle et la Bête, Casse-noisette] /","Multon, Anne-Fleur",On ne compte pas pour du beurre,,9782957170098; 2957170094,9782957170098,
10604,"Mathématiques, cinquième année /","Chastellain, Michel",COROME; Office romand des éditions et du matériel scolaire,,,,
10605,Jeux faciles en français : volume 2,,ELI,,8885148956; 9788885148956,8885148956,https://covers.openlibrary.org/b/id/2275805-M.jpg?default=false
10606,"Les enfants agités, anxieux, tristes : fondements d'une pratique spirituelle de l'éducation /","Köhler, Henning",Ed Novalis,enfant difficile--spiritualité--* pédagogie curative,,,https://covers.openlibrary.org/b/id/3161047-M.jpg?default=false
10607,La dernière ville sur Terre /,"Mullen, Thomas",Rivages,,9782743658441; 2743658444,9782743658441,
10608,Le syndrome du bien-être /,"Cederström, Carl",Ed l'Échappée,Image du corps; Normes sociales; Sociologie; Bien-être; Corps humain; Bonheur; Troubles de l'image du corps; Perception de soi; Repli sur soi,9782373090062; 2373090066,9782373090062,https://covers.openlibrary.org/b/id/12368836-M.jpg?default=false
10609,Ce que parler veut dire : l'économie des échanges linguistiques /,"Bourdieu, Pierre",A Fayard,discours (linguistique); analyse du discours,2213012164; 9782213012162,2213012164,https://covers.openlibrary.org/b/id/974218-M.jpg?default=false
10610,La réforme scolaire vaudoise : genèse de la loi scolaire du 12 juin 1984 /,"Bober, Gérard",Loisirs et pédagogie; Bibliothèque historique vaudoise,réforme de l'enseignement--Vaud (Suisse)--1953 / 1984; loi--réforme de l'enseignement--Vaud (Suisse)--1984,,,
10611,Le maître ignorant : cinq leçons sur l'émancipation intellectuelle /,"Rancière, Jacques, 1940-",Fayard,"intelligence; apprentissage (psychologie)--émancipation--intelligence; intelligence--Jacotot, Joseph--* philosophie",2264040173; 9782264040176,2264040173,https://covers.openlibrary.org/b/id/4029640-M.jpg?default=false
10612,Année Zéro /,"Roy, Anna",Delcourt,"Depression, Postpartum; Graphic Novel",9782413040149; 2413040145,9782413040149,
10613,"Bodies that matter : on the discursive limits of ""sex"" /","Butler, Judith, 1956-",Routledge,Femininity; Feminist theory; Identity (Psychology); Sex differences (Psychology); Sex role--Philosophy; Sexual orientation--Philosophy; corps humain--féminisme--sexe (genre) - différence--* philosophie  sociale; corps humain--études genre--sexe (genre) - différence--* philosophie sociale,9780203828274; 0203828275; 9780415610155; 041561015X,9780203828274,https://covers.openlibrary.org/b/id/268131-M.jpg?default=false
10614,La vie secrète des gènes /,"Heyer, Evelyne",Flammarion,Génétique des populations humaines; Homme--Évolution,9782080289759; 2080289756,9782080289759,
10615,Bitcoin et les cryptomonnaies pour les nuls /,"Ichbiah, Daniel 19..-....",First interactive,Blockchains; Bitcoin; Cryptomonnaie,9782412073537; 2412073538,9782412073537,
10616,Le bal des folles /,"Melone, Arianna",Albin Michel,Hôpitaux psychiatriques--Paris (France)--19e siècle; Maladies mentales; Bandes dessinées,9782226458674; 2226458670,9782226458674,
10617,"On ne naît pas soumise, on le devient /","Garcia, Manon",Climats,Obéissance; Féminisme; Femmes--Conditions sociales; Droits des femmes,9782081439412; 2081439417,9782081439412,https://covers.openlibrary.org/b/id/14857918-M.jpg?default=false
10618,Ma bible de l'endométriose au naturel /,"Mezerai, Stéphanie naturopathe 19..-....",Leduc S,Endométriose; Médecine naturelle; Diétothérapie; Femmes--Santé et hygiène; Guides pratiques,9791028527150,9791028527150,
10619,L'âge du capitalisme de surveillance : le combat pour un avenir humain face aux nouvelles frontières du pouvoir /,"Zuboff, Shoshana",Editions Zulma,Profilage des consommateurs; Comportement des consommateurs; Technologies de l'information et de la communication--Aspect social; Protection de l'information (informatique); Informatique et liberté; Géants du Web; Capitalisme,9782843049262; 2843049261,9782843049262,https://covers.openlibrary.org/b/id/8353262-M.jpg?default=false
10620,Esthétique du livre d'artiste : 1960/1980 /,"Moeglin-Delcroix, Anne",Bibliothèque nationale de France; J-M Place,livre d'artiste--1960 / 1980,2858932913; 9782858932917; 2717720146; 9782717720143,2858932913,https://covers.openlibrary.org/b/id/2178179-M.jpg?default=false
10621,"Divertir pour dominer : 2 la culture de masse ""toujours"" contre les peuples /",,L'échappée,Culture de masse; Société de consommation; Aliénation sociale; Gamification; Séries télévisées--Aspect social; Jeux vidéo--Aspect social; Art--21e siècle--Aspect social,2373090562; 9782373090567,2373090562,https://covers.openlibrary.org/b/id/7323606-M.jpg?default=false
10622,Woke fiction : comment l'idéologie change nos films et nos séries /,"Fitoussi, Samuel 1997-....",Le Cherche midi,Wokisme.; Idéologie et cinéma.; Séries télévisées.; Cinéma.,9782749177700; 2749177707,9782749177700,
10623,Journal d'usine /,"Weil, Simone",Éditions Payot & Rivages,"Weil, Simone; Classe ouvrière--1900-1945.; Récits personnels.",9782743660703; 2743660708,9782743660703,
10624,Penser les regards photographiques /,"Vancassel, Paul",L'Harmattan,Photographie; Procédés photomécaniques; Anthropologie visuelle; Photographie--Esthétique; Regard--Philosophie,9782343217765; 2343217769,9782343217765,
10625,Greenwashing : manuel pour dépolluer le débat public /,,Editions du Seuil,Communication environnementale; Désinformation; Environnement--Protection; Développement durable--Aspect politique; Agriculture durable; Anthropocène; Biodiversité; Compensation carbone; Construction durable; Développement durable; Énergies décarbonées; Finances; Énergie nucléaire; Tourisme durable; Automobiles électriques; Urbanisme durable; Marketing vert; Stratégie de marque; Économie circulaire,9782021492897; 2021492893,9782021492897,https://covers.openlibrary.org/b/id/13901234-M.jpg?default=false
10626,Libre circulation des personnes et des services /,"Kaddous, Christine",Helbing Lichtenhahn,Union européenne; Accords bilatéraux CH-UE--(1 ;--1999); Libre circulation des personnes; Services; Droit européen; Intégration économique internationale; Freizügigkeitsgarantie; freier Dienstleistungsverkehr; Gemeinschaftsrecht; Unionsbürgerschaft; Arbeitnehmer; Niederlassungsfreiheit; berufliche Fähigkeit; soziale Sicherheit; Abkommen über die Freizügigkeit der Personen; Gerichts- und Verwaltungspraxis; richterliche Behörde; Bundesgericht; oberstes Gericht; Gerichtshof der Europäischen Union; Bundesverwaltungsgericht; Gericht(EU); Suisse; Schweiz; Entscheidsammlung; Bibliographie,9783719021993; 3719021998,9783719021993,
10627,Procédure civile /,"Hohl, Fabienne",Stämpfli,procédure civile--Suisse--[manuel]; Zivilprozess; Bundesrecht; Schweiz; Grundlagenwerk,9783727207389; 3727207388; 9783727209604; 3727209607,9783727207389,
10628,Dix ans de Code de procédure civile /,,CEMAJ Faculté de droit de l'Université de Neuchâtel; Helbing Lichtenhahn,Zivilprozess; schweizerische Zivilprozessordnung; Schweiz,9783719043834; 3719043835,9783719043834,
10629,"Les faits en procédures civile, pénale et administrative /",,Helbing Lichtenhahn; CEMAJ Faculté de droit de l'Université de Neuchâtel,Sachverhalt; Tatfrage; Verfahrensgrundsatz; Zivilprozess; Strafprozess; Verwaltungs- und Verwaltungsgerichtsverfahren; Schweiz,3719047741; 9783719047740,3719047741,
10630,Schweizerische Zivilprozessordnung (ZPO) : Kommentar /,,Dike,Zivilprozess; Bundesrecht; schweizerische Zivilprozessordnung; Procédure civile; Droit; Schweiz; Suisse; Textreproduktion; Kommentar(Werk); [Commentaires],9783037517130; 3037517131,9783037517130,
10631,Afrique du Sud,,Michelin éditions,Afrique du Sud (république); Guides touristiques et de visite,9782067256941; 2067256947,9782067256941,https://covers.openlibrary.org/b/id/7443337-M.jpg?default=false
10632,Le changement climatique expliqué à ma fille /,"Jancovici, Jean-Marc",Seuil,Pétrole; Réchauffement de la Terre; Changements climatiques; Ouvrages pour la jeunesse,9782021365740; 2021365743,9782021365740,https://covers.openlibrary.org/b/id/12913069-M.jpg?default=false
10633,Ils changent le monde ! : 1001 initiatives de transition écologique  /,"Hopkins, Rob, 1968-",Éditions du Seuil,Écologisme; Participation sociale; Participation des citoyens; Changement social; Développement durable; Environnement--Protection--Participation des citoyens; Gestion de l'environnement--Participation des citoyens,9782021163278; 202116327X,9782021163278,https://covers.openlibrary.org/b/isbn/202116327X-M.jpg?default=false
10634,Comprendre Plotin /,"Gress, Thibaut 1983-....",Max Milo,Plotin--Critique et interprétation,9782315010257; 231501025X,9782315010257,
10635,Il Rinascimento a Lugano : arte e architettura /,"Calderari, Lara",SilvanaEditoriale,"Art de la Renaissance--Lugano (Suisse, TI); Architecture de la Renaissance--Lugano (Suisse, TI)",9788836640409; 8836640400,9788836640409,
10636,La vie des choses : roman /,"Agron, Marc 1963-....",Éditions La Veilleuse,Littérature suisse de langue française,2889780074; 9782889780075,2889780074,
10637,A bord du négrier : une histoire atlantique de la traite /,"Rediker, Marcus",Éditions du Seuil,Négriers (navires); Traite des esclaves; Vie en mer; 18e siècle; Atlantique (région),9782021092905; 2021092909,9782021092905,
10638,Comment la terre d'Israël fut inventée : de la Terre sainte à la mère patrie /,"Sand, Shlomo",Flammarion,Juifs--Identité collective; Historiographie; Sionisme; Mythes politiques; Nationalisme juif; Israël--Histoire; Israël,9782081307889; 208130788X,9782081307889,
10639,Les maths pour les nuls /,"Boursin, Jean-Louis",First,Mathématiques.; Ouvrages de vulgarisation.,9782412087015; 2412087016,9782412087015,
10640,Le burn out /,"Zawieja, Philippe",Presses universitaires de France,Épuisement professionnel,9782130633563; 2130633560,9782130633563,https://covers.openlibrary.org/b/id/8375083-M.jpg?default=false
10641,Le chemin de sel : récit /,"Winn, Raynor",Stock,Roman anglais; Récits de voyages,9782234091436; 2234091438,9782234091436,
10642,Porno manifesto /,"Ovidie, 1980-",La Musardine,Pornographie; Erotic films; Pornography; Feminism; Prostitutes; Films érotiques--Histoire et critique.; Pornographie.; Féminisme.; Prostituées.,9782842712372; 2842712374,9782842712372,https://covers.openlibrary.org/b/id/8381076-M.jpg?default=false
10643,Mon Paris et ses parisiens /,"Fouquières, André de",P Horay,,,,
10644,Histoire générale de la presse française /,,Presses univ de France,presse--France--origines / 1975,,,https://covers.openlibrary.org/b/id/11644624-M.jpg?default=false
10645,Traîtres : nouvelle histoire de l'infamie /,,Passés composés,Trahison--Histoire; Biographie,9782379335631; 237933563X,9782379335631,https://covers.openlibrary.org/b/id/9350354-M.jpg?default=false
10646,Le créole sans peine (guadeloupéen) /,"Poullet, Hector",Assimil,langues créoles--[exercices]--[multimédia]; langues créoles--[manuel]--[multimédia],9782700580129; 2700580125; 9782700501605; 2700501608,9782700580129,https://covers.openlibrary.org/b/id/12575057-M.jpg?default=false
10647,Ana Mendieta : le temps et l'histoire me recouvrent /,,Jeu de Paume,"Mendieta, Ana; Catalogues d'exposition",9782915704808; 2915704805,9782915704808,https://covers.openlibrary.org/b/id/1692029-M.jpg?default=false
10648,Inséparables /,"Roques, Dominique",Dargaud,Bandes dessinées,9782205084924; 2205084925,9782205084924,https://covers.openlibrary.org/b/isbn/9782205084924-M.jpg?default=false
10649,"Jujube, pistachier et Cie : 50 nouveaux fruitiers bons et beaux faciles à planter /","Maisonneuve, Jean-Yves",Larousse,,9782036017245; 203601724X,9782036017245,
10650,Accord et à cceur : une sexualité pour soi et pour l'autre /,"Flaumenbaum, Danièle",Payot,Relations sexuelles; Relations amoureuses; Sexualité; Sexualité (psychologie),9782228933896; 2228933899,9782228933896,
10651,A couple of cuckoos /,"Yoshikawa, Miki",Pika Edition,Mangas,9782811665463; 2811665463; 9782811667344; 2811667342; 9782811670047; 2811670041; 9782811670061; 2811670068; 9782811670085; 2811670084; 9782811672263; 2811672265; 9782811677275; 2811677275; 9782811677282; 2811677283; 9782811679866; 2811679863; 978281167987,9782811665463,
10652,Le murmure /,"Bobin, Christian 1951-2022",Gallimard,Poésie; Fin de vie,9782073054609; 2073054609,9782073054609,
10653,"Vous n'êtes pas binaire (personne ne l'est !) : voir le monde au-delà des normes de genres, sexualités et relations /","Iantaffi, Alex",Améthyste éditions,Études sur le genre; Identité sexuelle; Agentivité (philosophie),9791097154790,9791097154790,
10654,Ma vie sexuelle est plus grosse que la tienne : le livre qui corrige les idées reçues sur le sexe /,"Mazaurette, Maïa",Tana,Éducation sexuelle; Vie sexuelle; Sexualité féminine; Sexualité masculine,9791030102192,9791030102192,
10655,Accompagner l'enfant surdoué : HP et heureux /,"Kieboom, Tessa",De Boeck,Enfants surdoués--Éducation,9782807307629; 2807307620,9782807307629,
10656,Faire son bois de chauffage sans pétrole /,"Hervé-Gruyer, Charles, 1958-.....",Ulmer,Bois de chauffage.; Bois de chauffage--Coupe.,9782379221811; 2379221812,9782379221811,
10657,La douleur : quelle chose étrange /,"Haines, Steve",ça et là,Pain; Douleur; Graphic Novel; Bandes dessinées,9782369902584; 2369902582,9782369902584,
10658,Neurotribus : autisme : plaidoyer pour la neurodiversité /,"Silberman, Steve",Presses polytechniques et universitaires romandes,Autistes; Autisme; Autisme--Histoire; Neuropsychologie; Perception sociale,9782889153480; 2889153487,9782889153480,
10659,Procrastination écologique /,"Robert, Maïté 19..-....",Dargaud,Transition écologique,9782205202427; 2205202421,9782205202427,
10660,L'essentiel des gouines à suivre /,"Bechdel, Alison, 1960-",Même pas mal,Bandes dessinées,9782918645313; 2918645311,9782918645313,https://covers.openlibrary.org/b/isbn/2918645311-M.jpg?default=false
10661,Produire des légumes en hiver : même sans abri /,"Mathias, Xavier",Ulmer,Légumes; Jardins potagers; Hiver,9782379222399; 2379222398,9782379222399,
10662,Le guide de poche des identités queer & trans /,"G., Mady",Glénat,Études sur le genre; Minorités sexuelles; Identité sexuelle; Transgenres; Sexualité,9782344042908; 2344042903,9782344042908,
10663,Les jeux de l'amour et de la mort /,"Vargas, Fred, 1957-",Ed du Masque,,9782702438329; 2702438326,9782702438329,
10664,Tout comprendre (ou presque) sur la biodiversité /,"Grandcolas, Philippe",CNRS Editions,Diversité des espèces; Biodiversité; Ouvrages de vulgarisation; Diversité animale; Extinction (biologie),9782271146816; 227114681X,9782271146816,
10665,Meubles japonais des années 50 : 24 projets faciles et design /,,Vial,Travail du bois; Meubles--Fabrication; Meubles en bois--Japon--1945-1970; Artisanat--Meubles,9782851012586; 2851012584,9782851012586,
10666,L'espace d'un an /,"Chambers, Becky",L'Atalante,"Voyages interplanétaires--Romans, nouvelles, etc.; Extraterrestres--Romans, nouvelles, etc.",2841727661; 9782841727667,2841727661,https://covers.openlibrary.org/b/isbn/2841727661-M.jpg?default=false
10667,"Méditer, jour après jour : 25 leçons pour vivre en pleine conscience /","André, Christophe",L'Iconoclaste,développement personnel--méditation; connaissance de soi--développement personnel; conduite de la vie--développement personnel; Méditation; Connaissance de soi,9782913366374; 2913366376,9782913366374,https://covers.openlibrary.org/b/id/11987265-M.jpg?default=false
10668,"Pourquoi nous dormons : le pouvoir du sommeil et des rêves, ce que la science nous révèle /","Walker, Matthew P.",La Découverte,Sommeil; Rêves,9782348037429; 2348037424,9782348037429,https://covers.openlibrary.org/b/id/13188558-M.jpg?default=false
10669,"La Bible du manager : [piloter son équipe, développer son influence, affirmer son leadership] /",,Prisma Media,Chefs d'entreprise; Cadres (personnel); Planification stratégique; Gestion d'entreprise; [Guides pratiques],9782810428564; 2810428565,9782810428564,
10670,"L'intelligence artificielle, ou, L'enjeu du siècle : anatomie d'un antihumanisme radical /","Sadin, Eric",Ed l'Echappée,Humanisme; Changement social--Prévision; Transhumanisme; Intelligence artificielle,9782373090505; 2373090503,9782373090505,https://covers.openlibrary.org/b/id/11171834-M.jpg?default=false
10671,"Le calme est la clé : l'art de la maîtrise de soi, de la discipline et de la concentration /","Holiday, Ryan",Alisio,Sérénité; Réalisation de soi,9782379351419; 2379351414,9782379351419,https://covers.openlibrary.org/b/isbn/9782379351419-M.jpg?default=false
10672,L'égo est l'ennemi /,"Holiday, Ryan",Alisio,Égoïsme; Succès; Ambition,9782379350351; 2379350353,9782379350351,
10673,Les tableaux de l'ombre /,"Dytar, Jean",Louvre éditions; Delcourt,Bandes dessinées; [Bandes dessinées],9782413008194; 2413008195,9782413008194,
10674,La trompette de Louis /,"Chiappone-Lucchesi, Magali",Glénat jeunesse,"Armstrong, Louis; Ouvrages pour la jeunesse",9782344048481; 2344048480,9782344048481,
10675,La philo expliquée aux enfants /,"Ben Jelloun, Tahar, 1944-",Gallimard jeunesse,Philosophie; Livres documentaires pour la jeunesse,2075142661; 9782075142663,2075142661,
10676,Du bout des doigts /,"Bonin, Cyril",Bamboo édition,Bandes dessinées,9782818994153; 2818994152,9782818994153,
10677,La méga boîte à outils des réseaux sociaux /,,Dunod,Réseaux sociaux (Internet); Marketing digital; Communication en marketing,9782100839018; 2100839012,9782100839018,
10678,Cessez d'être gentil soyez vrai ! : être avec les autres en restant soi-même /,"Ansembourg, Thomas d'",Les Ed de l'Homme,relations interpersonnelles--[manuel]; personnalité - développement; Interpersonal Relations; Personality Development,2761915968; 9782761915960,2761915968,https://covers.openlibrary.org/b/id/986759-M.jpg?default=false
10679,L'anxiété et les troubles anxieux /,"Soumaille, Suzy",Médecine et hygiène,Anxiety--therapy; Anxiety Disorders--therapy; Anxiété; Practice Guideline,9782880493905; 2880493900,9782880493905,
10680,Les troubles obsessionnels compulsifs (TOC) /,"Clair, Anne-Hélène, 1982-",Humensis; Que sais-je ?,Troubles obsessionnels-compulsifs; Psychothérapie; Soins médicaux,9782715405349; 2715405340,9782715405349,https://covers.openlibrary.org/b/isbn/2715405340-M.jpg?default=false
10681,Humanité bio-inspirée : une autre approche /,,Cité des sciences & de l'industrie; Le Cherche midi,Bionique; Écologie appliquée,9782749164977; 2749164974,9782749164977,
10682,Organiser l'espace /,"Conran, Terence, 1931-",Gründ,mobilier--rangement--[manuel]; espace - aménagement--maison--[manuel],2700014707; 9782700014709,2700014707,
10683,Architecture écologique /,"Cardelus, Cayetano",Layeur,Architecture durable; Ouvrages illustrés,9782915126532; 2915126534,9782915126532,
10684,"La géographie : concepts, savoirs et enseignements /",,A Colin,Géographie (discipline)--Étude et enseignement; Géographie (discipline)--Histoire,9782200613600; 2200613601,9782200613600,https://covers.openlibrary.org/b/id/6233125-M.jpg?default=false
10685,En route vers l'extinction finale ! : et si on misait plutôt sur la biodiversité ? /,"Macagno, Gilles",Delachaux et Niestlé,Biodiversité--Conservation des ressources; Animaux menacés; Plantes menacées; Ouvrages illustrés,9782603025987; 2603025988,9782603025987,
10686,"La décroissance : entropie, écologie, économie /","Georgescu-Roegen, Nicholas Auteur",Sang de la Terre,Économie de l'environnement; Développement économique; Décroissance soutenable; Entropie,9782869853751; 2869853750,9782869853751,https://covers.openlibrary.org/b/id/10469799-M.jpg?default=false
10687,1 % : reprendre le pouvoir face à la toute-puissance des riches /,"Shiva, Vandana",Rue de l'échiquier,Entreprises multinationales--Aspect moral--1990-2020; Revenu--Répartition; Inégalité sociale; Responsabilité sociétale des entreprises multinationales,9782374251790; 2374251799,9782374251790,
10688,"Le climat n'est pas le bon combat : utopie bornée, la transition est morte ! : tome 1 /","Anna, Jean-Christophe",L'Archipel du vivant,Changements climatiques--Effets de l'homme; Changement global de l'environnement--Effets de l'homme,9782955985410; 2955985414,9782955985410,
10689,Manuel d'autodéfense intellectuelle /,"Mazet, Sophie",Robert Laffont,Désinformation; Débats et controverses; Esprit critique,9782221202937; 2221202937,9782221202937,
10690,Les limites planétaires /,"Boutaud, Aurélien",La Découverte,Changements climatiques; Écosystèmes; Nature--Effets de l'homme; Écologisme; Indicateurs de développement durable,9782348046230; 2348046237,9782348046230,https://covers.openlibrary.org/b/id/14619892-M.jpg?default=false
10691,Nous avons mangé la Terre : l'événement anthropocène /,"Bonneuil, Christophe",Seuil,Anthropocène; Changements climatiques--Histoire; Réchauffement de la Terre--Histoire; Industrie--Aspect environnemental; Terre.; Dioxyde de carbone.; Atmosphère.; Nature--Effets de l'homme.,9782021478969; 2021478963,9782021478969,
10692,L'orateur / trad. nouvelle par Alphonse Agnant. Les topiques / trad. nouvelle par M. Delcasso. [Dialogue sur les] partitions oratoires / trad. nouvelle par M. Bompart. [Des] orateurs parfaits / trad. nouvelle par E. Greslou,"Cicero, Marcus Tullius",CLF Panckoucke,,,,
10693,Notice sur Cicéron /,"Cicero, Marcus Tullius",CLF Panckoucke,,,,
10694,Education et motricité : l'enfant de deux à huit ans /,"Paoletti, René",De Boeck Université,enfant - développement--motricité--* psychopédagogie,2744500712; 9782744500718; 2891057325; 9782891057325,2744500712,
10695,La rythmique Jaques-Dalcroze : une éducation par la musique et pour la musique /,"Bachmann, Marie-Laure",Ed de La Baconnière,"Jaques-Dalcroze, Emile--[méthode]; Jaques-Dalcroze Emile; rythmique",2825209767; 9782825209769,2825209767,https://covers.openlibrary.org/b/id/13856081-M.jpg?default=false
10696,"L'éveil musical à la maternelle : PS, MS, GS /","Matthys, Agnès",Retz,activités didactiques--éducation musicale--éducation préscolaire--jeu--* méthodologie; chanson--comptine--éducation musicale--[enregistrement sonore],9782725626024; 2725626021,9782725626024,
10697,Vint : le roman noir des drogues en Ukraine /,"Marignac, Thierry",Payot,consommation--drogue--Ukraine--21e s. (début),222890063x,222890063x,
10698,"Droit fédéral et vaudois de la construction : textes annotés de la loi fédérale sur l'aménagement du territoire et de son ordonnance d'exécution, de la loi vaudoise sur l'aménagement du territoire et les constructions et de son règlement d'exécution extraits de la loi vaudoise sur la jurisdiction et la procédure administratives et du code rural et foncier /",,Ed Payot,droit de la construction--Vaud (Suisse)--[texte législatif]; aménagement du territoire--droit de la construction--Suisse--[texte législatif]; aménagement du territoire--droit de la construction--Vaud (Suisse)--[texte législatif]; droit de la construction--Suisse--[texte législatif]; Raumplanung und öffentliches Baurecht; Bundesrecht; kantonales Recht; Bundesgesetz über die Raumplanung; kantonales Raumplanungsgesetz; Schweiz; Waadt; Textreproduktion; Kommentar(Werk),,,
10699,Comment échapper à l'infarctus et l'AVC /,"Lorgeril, Michel de cardiologue 1950-....",Thierry Souccar,Infarctus; Infarctus--Prévention; Maladies cérébrovasculaires; Maladies cardiovasculaires--Prévention,9782365495530; 2365495532,9782365495530,
10700,Le droit au sexe : le féminisme au XXIe siècle /,"Srinivasan, Amia 1984-....",Presses Universitaires de France,Sexualité--Aspect politique--2000-....; Morale sexuelle--2000-....; Discrimination sexuelle--2000-....; Consentement sexuel--2000-....; Théorie féministe.,9782130836131; 2130836135,9782130836131,
10701,L'immigration en Suisse : cinquante ans d'entrouverture /,"Piguet, Etienne, 1966-",Presses polytechniques et universitaires romandes,immigration--Suisse--1948 / 2003; Einreise; Ausländer; Ausländerpolitik; Asylpolitik; Geschichte; Emigration and Immigration; Schweiz; Switzerland,2880746159; 9782880746155,2880746159,
10702,L'art du rap /,"Perrin, Jean-Eric",Palette,Rap--Histoire; Ouvrages pour la jeunesse,9782358322775; 2358322776,9782358322775,
10703,La photographie en Suisse : 1840 à nos jours /,,Benteli; Fondation suisse pour la photographie,photographe--Suisse--1840 / 1992; photographie--Suisse--1840 / 1992,3716508322; 9783716508329,3716508322,
10704,"Le livre libre : essai sur le livre d'artiste : 1883-2010, du livre illustré au livre d'artiste en Suisse romande /",,J Genoud SA; Les Cahiers dessinés,livre d'artiste--Suisse romande--1883 / 2010; Livres d'artistes--Suisse romande,9782283024058; 2283024056,9782283024058,
10705,Histoires /,"Polybius, Megalopolitanus",Les Belles Lettres,"Polybe.--""Histoires.--3""--[commentaire]",225100520X; 9782251005201,225100520X,https://covers.openlibrary.org/b/id/6130269-M.jpg?default=false
10706,Le rap /,"Pecqueux, Anthony",Le Cavalier bleu éditions,Rappeurs; rap,9782846702577; 2846702578,9782846702577,https://covers.openlibrary.org/b/isbn/9782846702577-M.jpg?default=false
10707,Révolution française /,"Gallo, Max",XO Éditions,Révolution française; Révolution française--[iconographie]; personne célèbre--France--révolution française--[iconographie]; révolution française (thème artistique ou littéraire)--[iconographie],9782845633490; 2845633491; 9782845633506; 2845633505,9782845633490,https://covers.openlibrary.org/b/isbn/9782845633506-M.jpg?default=false
10708,Cadavre exquis : roman /,"Bazterrica, Agustina, 1974-",Flammarion,Science-fiction,9782081478398; 2081478390,9782081478398,
10709,L'escalade /,"Žirnov, Sergej Olegovič 1961-....",Albin Michel,"Livres documentaires; Putin, Vladimir Vladimirovič--(1952-....).; Politique et gouvernement--Russie--2000-....; Relations extérieures--Russie--1991-....; Relations extérieures--Russie--Ukraine--2000-....; Relations extérieures--Ukraine--Russie--2000-....; Guerre russo-ukrainienne (2022-....).",9782226479945; 2226479945,9782226479945,
